Sr No,Official Name,Address (Line 1),Address (Line 2),Address (Line 3),County Description,Email,Phone No.,Principal Name,Local Authority Description,Ethos Description,Female,Male,Total
824,"SCOIL MHUIRE,",Newtown,Ballinasloe,Co. Roscommon,Roscommon,newtownnatschool@gmail.com,0909643043,Joanne Jordan,Roscommon County Council,Catholic,52,63,115
825,S N BAILE FINN,Ballyfin,Portlaoise,Co. Laois,Laois,office@ballyfinns.ie,0578755225,Brigid Bennett,Laois County Council,Catholic,111,97,208
826,ST JOHNS NS,Logboy,Tulrahan,Claremorris,Mayo,logbuins@gmail.com,0949646270,Karen Ronane,Mayo County Council,Catholic,18,14,32
827,BALLYDUFF B 2 N S,Ballyduff,Co. Waterford,,Waterford,bailedubh@gmail.com,05860134,Mary Murphy,Waterford County Council,Catholic,58,50,108
828,TIBOHINE N S,Teevnacreeva,Tibohine,Castlerea,Roscommon,tibohinens@gmail.com,0949870729,Mary Lynskey,Roscommon County Council,Catholic,35,21,56
829,CASTLEPLUNKETT N S,Castleplunkett,Castlerea,Co Roscommon,Roscommon,castleplunkettns1@gmail.com,0949651260,Kathrina Grogan,Roscommon County Council,Catholic,27,17,44
830,BALLYHEEDA N S,Skehanagh,Ballinhassig,Co. Cork,Cork,jmccarthy@ballyheadans.ie,0214885066,Jacqui McCarthy,Cork County Council,Catholic,70,88,158
831,GORTNACART N S,Gortnacart,Ardara,Co. Donegal,Donegal,office@gortnacartns.com,0749541799,Connell Herron,Donegal County Council,Catholic,6,10,16
832,SCOIL CHOLMCILLE,Breaffy,Ballina,Co. Mayo,Mayo,principal@breaffyns.com,09622271,Vincent Duffy,Mayo County Council,Catholic,108,123,231
833,PRESENTATION PRIMARY SCHOOL,Station Road,Portarlington,Co. Laois,Laois,info@presprimary.ie,0578623007,Frankie Andrews,Laois County Council,Catholic,489,7,496
834,CLOONFAD N S,Cloonfad,Ballyhaunis,Co. Roscommon,Roscommon,admin@cloonfadns.com,0949646259,Shane Morgan,Roscommon County Council,Catholic,62,63,125
835,Bishop Harty NS,Ballinree,Nenagh,Co. Tipperary,Tipperary,bishophartyns@gmail.com,06729155,Tamara Hogan,Tipperary (Nr) County Council,Catholic,47,44,91
836,CLOCH AN TSIONNAIGH N S,Foxrock,Ballacolla,Abbeyleix,Laois,cloughns@gmail.com,0578738546,Martin Carroll,Laois County Council,Catholic,31,33,64
837,LISHEEN MIXED N S,Lisheen,Church Cross,Skibbereen,Cork,lisheen15563@gmail.com,02838481,Melissa Hodnett,Cork County Council,Catholic,25,31,56
838,SCOIL MOIBHI,Milverton,Skerries,Co. Dublin,Dublin,office@milvertonns.ie,018492467,Maria Lynam,Fingal County Council,Catholic,31,53,84
839,KILGLASS N S,Ballyglass,Enniscrone,Co. Sligo,Sligo,kilglassns@gmail.com,09636688,Jarlath Brennan,Sligo County Council,Catholic,59,55,114
840,GRANGE N S,Boyle,Co. Roscommon,,Roscommon,grangensboyle@gmail.com,0719663424,Martin Doherty,Roscommon County Council,Catholic,14,18,32
841,SN CEANN TRA MEASCAITHE,Ceann Trá,Trá Lí,Co. Chiarraí,Kerry,scoilcheanntra@gmail.com,0669159868,Mary Devane,Kerry County Council,Catholic,26,36,62
842,GRANGE FERMOY N S,Grange,Fermoy,Co. Cork,Cork,gnschoolfermoy@gmail.com,02532799,Sinéad Griffin,Cork County Council,Catholic,73,61,134
843,MACROOM BOYS SENIOR NATIONAL SCHOOL,Sleaveen East,Macroom,Co. Cork,Cork,info@stcolmansbnsmacroom.com,02642705,Martin Clancy,Cork County Council,Catholic,4,182,186
844,TAUGHMACONNELL N S,Taughmaconnell,Ballinasloe,Co. Roscommon,Roscommon,admin@stronansns.com,0909683845,Ronan Breathnach,Roscommon County Council,Catholic,55,50,105
845,SANDFORD PARISH NATIONAL SCHOOL,Sandford Close,Ranelagh,Dublin 6,Dublin,jkirwan@sandfordparishns.ie,014974277,Jennie Kirwan,Dublin City Council,Church Of Ireland,91,105,196
846,ST PATRICKS NS,Chapelizod Village,Dublin 20,,Dublin,chapelizodstpatricks@gmail.com,016265752,Kieran Tierney,Dublin City Council,Catholic,94,109,203
847,ST CATHERINES WEST N S,Donore Avenue,South Circular Road,Dublin 8,Dublin,secretary@stcatherinesns.net,014542679,Karen Jordan,Dublin City Council,Church Of Ireland,87,106,193
848,ST MURAS N S,Burnfoot,Lifford,Co. Donegal,Donegal,saintmuras@gmail.com,0749360325,Rory Reynolds,Donegal County Council,Catholic,96,93,189
849,EDENDERRY 2 N S,Monasteroris National School,Edenderry,,Offaly,info@monasterorisns.com,0469732231,Stephen Middleton,Offaly County Council,Church Of Ireland,19,29,48
850,TIERNABOUL N S,KILLARNEY,CO KERRY,,Kerry,tiernaboul1ns@gmail.com,0646634767,Maria Breen,Kerry County Council,Catholic,28,29,57
851,COOMHOLA N S,Cooryleary,Bantry,Co. Cork,Cork,principal@coomholans.ie,02751173,Sophie O'Shea,Cork County Council,Catholic,39,46,85
852,CORDUFF N S,Lusk,Co. Dublin,,Dublin,office@corduffns.ie,018438274,Anna McKeown,Fingal County Council,Catholic,40,43,83
853,KNOCKCONNON N S,Knockconan,Emyvale,Co. Monaghan,Monaghan,info@knockconanns.ie,04787244,Bernard Sheehan,Monaghan County Council,Catholic,53,65,118
854,BALLYKILMURRY N S,Ballinamere,Tullamore,Co. Offaly,Offaly,secretary@ballinamerens.ie,0579341687,Tracy Meade,Offaly County Council,Catholic,89,110,199
855,GRANLAHAN G N S,Granlahan,Ballinlough,Co. Roscommon,Roscommon,office@granlahanns.ie,0949640366,Michelle Devine,Roscommon County Council,Catholic,25,21,46
856,PADRAIG NAOFA N S,St Patricks Road,Wicklow,,Wicklow,office@stpatsnswicklow.ie,040467415,Lorraine Dempsey,Wicklow County Council,Catholic,159,218,377
857,Scoil an Spioraid Naomh,Roxborough,Ballysheedy,Co. Limerick,Limerick,principal@sprox.ie,061228041,Ciara Uí Mhaidín,Limerick County Council,Catholic,128,139,267
858,ATHEA N SCHOOL,Athea,Co. Limerick,,Limerick,atheans.ias@eircom.net,06842333,Margaret Flaherty,Limerick County Council,Catholic,65,106,171
859,BILBOA N SCHOOL,Bilaboa,Cappaghmore,Co. Limerick,Limerick,info@bilboans.ie,061381652,Ciaran Sheehan,Limerick County Council,Catholic,49,46,95
860,SILVERMINES N S,Silvermines,Nenagh,Co. Tipperary,Tipperary,silverminesns@gmail.com,06725444,James Hayden,Tipperary (Nr) County Council,Catholic,29,28,57
861,CLOVERFIELD N S,Cloverfield,Dromkeen,Co. Limerick,Limerick,cloverfieldns2013@gmail.com,061384566,Noreen O'Dea,Limerick County Council,Catholic,22,20,42
862,BARTLEMY N S,RATHCORMAC,FERMOY,CO CORK,Cork,bobrienns@gmail.com,02536121,Joanne O'Brien Kennelly,Cork County Council,Catholic,52,37,89
863,S N SEOSAMH COBH,Cobh,Co. Cork,,Cork,office@stjosephsnscobh.com,0214812424,Eoin Kennedy,Cork County Council,Catholic,1,260,261
864,RATHMULLEN N S,RATHMULLEN,CO DONEGAL,,Donegal,stjosephsrathmullan123@gmail.com,0749158388,Mrs Oonagh Russell,Donegal County Council,Catholic,60,59,119
865,MOVILLE N S,Greencastle Road,Moville,Co. Donegal,Donegal,office@stcolumbs.ie,0749382851,Helena Walker,Donegal County Council,Church Of Ireland,15,17,32
866,MONASTEREVAN CONVENT,Drogheda Street,Monasterevin,Co. Kildare,Kildare,saintevin@gmail.com,045525561,Ciara Byrne,Kildare County Council,Catholic,297,80,377
867,S N NAOMH NAILLE,Na Caologa,Inbhear,Co. Dhún na nGall,Donegal,stnaulsnskeelogs@gmail.com,0749736416,Rory O'Donnell,Donegal County Council,Catholic,47,66,113
868,ST MARYS N S,Church Road,Nenagh,Co. Tipperary,Tipperary,stmarys2.ns@gmail.com,0860578538,Shirley Wallace,Tipperary (Nr) County Council,Church Of Ireland,27,26,53
869,BALLINTEMPLE N S,BALLINTEMPLE N S,CRAB LANE,CORK,Cork,oifig@ballintemplens.com,0214293608,Bryan McCarthy,Cork City Council,Catholic,132,118,250
870,UPPER GLANMIRE N S,Ballinvriskig,White's Cross,Co. Cork,Cork,ugns.principal@gmail.com,0214308885,Patrick O'Connell,Cork City Council,Catholic,138,146,284
871,ST MARYS N S,CHURCH STREET,TEMPLEMORE,,Tipperary,stmarynstemplemore@yahoo.ie,050432269,Kathleen Bane,Tipperary (Nr) County Council,Church Of Ireland,15,9,24
872,S N COR AN DROMA,CLAREGALWAY,CO. GALWAY,,Galway,corrandrum@gmail.com,091791715,Hilary Hussey,Galway County Council,Catholic,35,38,73
873,ST VINCENTS INF BOYS,North William Street,Dublin 1,,Dublin,stvincentsbns@gmail.com,018363074,Caoimhe Sheehan,Dublin City Council,Catholic,,88,88
874,ST BRENDANS N S,Mount Pleasant,Loughrea,Co. Galway,Galway,office@stbrendansbns.com,091841217,Annette Regan,Galway County Council,Catholic,,216,216
875,S N LEITIR MHIC AN BHAIRD,Leitir Mhic a' Bhaird,Lettermacaward,Co. Dhún na nGall,Donegal,scoilbhrideleitir@gmail.com,0749544238,Ciaran Mc Devitt,Donegal County Council,Catholic,7,9,16
876,CARRAKENNEDY N S,Liscarney,Westport,Co. Mayo,Mayo,admin@carrakennedyns.com,09821442,Aideen McPaul,Mayo County Council,Catholic,16,16,32
877,SCOIL CHONNLA PHADRAIG,Chapel Lane,Newbridge,Co. Kildare,Kildare,info@patricianprimary.ie,045432174,David Dempsey,Kildare County Council,Catholic,149,157,306
878,DERRYQUAY MXD N S,Derrymore,Tralee,,Kerry,info@derryquayns.ie,0667130269,Íde Brosnan,Kerry County Council,Catholic,13,19,32
879,DRUMCONDRA N S,Church Avenue,Drumcondra,Dublin 9,Dublin,office@drumcondrans.ie,018374886,Karl Lawless,Dublin City Council,Church Of Ireland,33,48,81
880,THE GLEBE N.S.,AUGHRIM,BALLINASLOE,CO GALWAY,Galway,theglebens@gmail.com,0909673650,LISA MC KEIGUE,Galway County Council,Church Of Ireland,8,9,17
881,KILLAVULLEN N S,Killavullen,Mallow,Co. Cork,Cork,info@killavullenns.ie,02226368,Damien Fallon,Cork County Council,Catholic,58,51,109
882,CLONEYHURKE N S,Cloneyhurke,Portarlington,Co. Offaly,Offaly,cloneyhurkens@gmail.com,0578623271,Ciarán Cunniffe,Offaly County Council,Catholic,4,14,18
883,CAMROSS N S,CAMROSS,PORTLAOISE,CO LAOISE,Laois,camross1909@gmail.com,0578735230,Talitha Horan,Laois County Council,Catholic,73,83,156
884,MONASEED N S,Monaseed,Gorey,Co. Wexford,Wexford,oifig@monaseedns.ie,0539428330,Máire Coates,Wexford County Council,Catholic,27,28,55
885,TOMBRACK N S,Tombrack,Ferns,Co. Wexford,Wexford,tombrackns@gmail.com,0539366738,Elaine Gahan,Wexford County Council,Catholic,21,33,54
886,FIRIES MXD N S,Church Road,Firies Village,Killarney,Kerry,info@firiesnationalschool.ie,0669764496,Claire Doyle,Kerry County Council,Catholic,102,148,250
887,SN ARAINN MHOR I,Arainn Mór,Co. Dhún na nGall,,Donegal,michelle.coll25@gmail.com,0749520116,Michelle Coll,Donegal County Council,Catholic,7,6,13
888,RATHANGAN B N S,Rathangan,Co. Kildare,,Kildare,rathanganbns@gmail.com,0851756582,Peter Kelly,Kildare County Council,Catholic,,308,308
889,ST. JOSEPHS N.S.,WOODFORD,LOUGHREA,COUNTY GALWAY,Galway,info@stjosephswoodford.com,0909749525,Niall Kelly,Galway County Council,Catholic,18,35,53
890,GORTLETTERAGH CENTRAL,FORNOCHT,CARA DROMA RUISC,CO LEITRIM,Leitrim,gortletteraghns@gmail.com,0719631926,Grainne Monaghan,Leitrim County Council,Catholic,37,35,72
891,BALLINDAGGIN N S,Ballindaggin,Enniscorthy,Co. Wexford,Wexford,stcolmansnsballindaggin@gmail.com,0539388728,Ian Storey,Wexford County Council,Catholic,58,59,117
892,RATHGORMACK B N S,Carrick-on-Suir,Co. Waterford,,Waterford,info@rathgormackns.com,051646377,Catherine Power,Waterford County Council,Catholic,54,64,118
893,CRIMLIN N S,Crimlin,Ross,Castlebar,Mayo,crimlinschool@gmail.com,0949025432,Brendan Vahey,Mayo County Council,Catholic,8,7,15
894,BALLYTARSNA N S,Ballytarsna,Cashel,Co. Tipperary,Tipperary,littleflowerns@gmail.com,050441323,Siobhán McGrath,Tipperary (Sr) County Council,Catholic,36,40,76
895,CURRAHEEN MXD N S,GLENBEIGH,CO KERRY,,Kerry,sncurraheen@gmail.com,0669768033,Karyna Corkery,Kerry County Council,Catholic,19,19,38
896,CAMCLOON N S,Ballydangan,Athlone,Co. Roscommon,Roscommon,camcloonns@gmail.com,0909673437,Katie Feehily,Roscommon County Council,Catholic,34,21,55
897,LAKYLE N S,Lakyle,Whitegate,Co. Clare,Clare,lakylens@yahoo.com,061927288,Mary Flanagan,Clare County Council,Catholic,28,19,47
898,S N NAOMH BROGAIN,Bracknagh,Rathanagan,Co. Kildare,Offaly,stbroghans@gmail.com,0578629047,Elysia McCormack,Offaly County Council,Catholic,32,40,72
899,Star of the Sea,Leahy's Terrace,Sandymount,Dublin 4,Dublin,office@starofthesea.ie,016686394,Niall Walsh,Dublin City Council,Catholic,,223,223
900,RATHBANE N S,Bofeenaun,Ballina,Co. Mayo,Mayo,principal@rathbanens.ie,09651182,Elaine Harten,Mayo County Council,Catholic,26,31,57
901,ST BRENDAN'S N.S.,The Square,Eyrecourt,Ballinasloe,Galway,etreacy@eyrecourtns.ie,0909675362,Eilis Treacy,Galway County Council,Catholic,21,24,45
902,CARRICK MIXED N S,Ballinlough,Co. Roscommon,,Roscommon,office@carrickns.ie,0949640411,Eoin Davey,Roscommon County Council,Catholic,39,41,80
903,EDENDERRY CONVENT N S,School Lane,Edenderry,Co. Offaly,Offaly,info@stmaryspsedenderry.ie,0469731424,Niall Spain,Offaly County Council,Catholic,244,185,429
904,ST FINIANS,Spunkane,Waterville,Co. Kerry,Kerry,office@stfiniansns.ie,0669474685,David O'Leary,Kerry County Council,Catholic,65,45,110
905,RATHGAROGUE N S,Rathgarogue,New Ross,Co. Wexford,Wexford,principal@rathgaroguens.com,051424779,Anne Marie O'Neill,Wexford County Council,Catholic,77,82,159
906,S N MUIRE,Stratford-on-Slaney,Baltinglass,,Wicklow,stratfordns@gmail.com,0596481279,Monica Donohoe,Wicklow County Council,Catholic,30,37,67
907,TULSK N S,TULSK,CASTLEREA,CO ROSCOMMON,Roscommon,tulsknationalschool@gmail.com,0719639287,Sinead Parker,Roscommon County Council,Catholic,33,44,77
908,KILROSS N S,BALLINTOGHER,CO SLIGO,,Sligo,kilrossns@gmail.com,0719130074,Roisin Coughlan,Sligo County Council,Catholic,21,21,42
909,S N NAOMH PADRAIG SAILE,Sáile,Gob a Choire,Acaill,Mayo,scoilnaomhpadraigs@gmail.com,09845767,John Gallagher,Mayo County Council,Catholic,38,27,65
910,ST PATRICKS N S,MURLOG,LIFFORD,CO DONEGAL,Donegal,stpatricksmurlog@outlook.com,0749141450,Michael Odhrán Harvey,Donegal County Council,Catholic,71,91,162
911,CONVENT OF MERCY N S,Upper Bridge Street,Belturbet,Co. Cavan,Cavan,info@comns.ie,0499522992,Aoibhínn O'Neill,Cavan County Council,Catholic,117,46,163
912,SCOIL NAIS FININ NAOFA,CLONARD,ENFIELD,CO MEATH,Meath,office@stfinians.ie,0449375551,Paul Forristal,Meath County Council,Catholic,28,35,63
913,MOUNTMELLICK BOYS N S,Davitt Road,Mountmellick,Co. Laois,Laois,secretary@spnbns.ie,0578624760,John Murrell,Laois County Council,Catholic,,188,188
914,NEWBAWN N S,Newbawn,Co. Wexford,,Wexford,shnsnewbawn@gmail.com,051428416,Lisa Crowe,Wexford County Council,Catholic,84,92,176
915,ARDFINNAN N S,Clonmel,Co. Tipperary,,Tipperary,office@ardfinnanns.ie,0527466397,Brid Quinlivan,Tipperary (Sr) County Council,Catholic,110,134,244
916,S N PHADRAIG NAOFA,The Course,Tullow,Co. Carlow,Carlow,info@tullowboysns.ie,0599151625,Rory Healy,Carlow County Council,Catholic,,150,150
917,VIRGINIA MXD N S,Virginia,Co. Cavan,,Cavan,info@virginians.ie,0498547035,Jacinta Jordan,Cavan County Council,Catholic,228,235,463
918,KEALKIL N S,BANTRY,CO CORK,,Cork,info@kealkillns.ie,02766298,DARRAGH CAREY,Cork County Council,Catholic,87,102,189
919,ATHLONE N S,Arcadia,Athlone,Co. Westmeath,Westmeath,athlonemixednational@gmail.com,0906474911,Heather Huston,Westmeath County Council,Church Of Ireland,28,28,56
920,BALLYCONNELL MXD N S,Ballyconnell,Co. Cavan,,Cavan,office@ballyconnellmixed.ie,0499526673,Terence Reynolds,Cavan County Council,Catholic,106,93,199
921,MERCY CONVENT N S,Railway Street,Navan,Co. Meath,Meath,stjosephspsoffice@gmail.com,0858394032,Ann Murphy,Meath County Council,Catholic,188,197,385
922,SCOIL NAOMH TREASA C,TIERNASLIGO URRIS CLONMANY,LIFFORD,CO DONEGAL,Donegal,tiernasligo@yahoo.ie,0749304003,Shane Ruane,Donegal County Council,Catholic,26,26,52
923,Scoil Realt na Mara,Ballycotton,Midleton,Co. Cork,Cork,secretary@scoilrealtnamara.ie,0214646068,Eilís Casey,Cork County Council,Catholic,43,56,99
924,KILLUSTY N S,Killusty,Fethard,Co. Tipperary,Tipperary,killustyns@gmail.com,0526132314,Sarah Carey O'Sullivan,Tipperary (Sr) County Council,Catholic,3,1,4
925,ST MARYS CONVENT,O'Rahilly Street,Nenagh,Co. Tipperary,Tipperary,info@stmarysprimary.ie,06731895,Peadar O'Dwyer,Tipperary (Nr) County Council,Catholic,288,63,351
926,S N Toin na Gaoithe,"TOIN Ré Gaoith, Acaill,",CATHAIR NA MART,CO MHAIGH EO,Mayo,snthoinregaoith.ias@gmail.com,09845247,Brídín Bean Mhic Ghiollabháin,Mayo County Council,Catholic,22,39,61
927,S N NAOMH COLMAIN,Clarabricken,Clara,Co. Kilkenny,Kilkenny,office.clarans@gmail.com,0567759736,Richard Mulrooney,Kilkenny County Council,Catholic,110,94,204
928,DONOUGHMORE N S,DONOUGHMORE,CO. LIMERICK,,Limerick,donoughmorenslimk@gmail.com,061418173,EMER MARIE CLIFFORD,Limerick County Council,Catholic,67,73,140
929,KNOCK N S,Knock,Claremorris,Co. Mayo,Mayo,maire.boyle@knockns.ie,0949388435,Máire Boyle,Mayo County Council,Catholic,67,85,152
930,GORTHAGANNY N S,Gortaganny,Loughglynn,Co. Roscommon,Roscommon,gorthaganny@hotmail.com,0949649323,Fearghal Hughes,Roscommon County Council,Catholic,20,25,45
931,Bunscoil na Toirbhirte,Mitchelstown,Co. Cork,,Cork,officebunscoil@gmail.com,02524264,Michael Mc Carthy,Cork County Council,Catholic,221,52,273
932,CORCAGHAN N S,Corcaghan,Stranooden,Co. Monaghan,Monaghan,corcaghanns@gmail.com,0429744026,Sinéad Forde (Doherty),Monaghan County Council,Catholic,42,50,92
933,ST JOSEPHS N S,Killenummery,Dromahair,Co. Leitrim,Leitrim,ngallagher@killenummeryns.ie,0719164860,Nuala Gallagher,Leitrim County Council,Catholic,27,29,56
934,CLIFFONEY N S,Ballinphull,Cliffoney,Co. Sligo,Sligo,office@cliffoneyns.com,0719166578,Catherine Lynch,Sligo County Council,Catholic,41,55,96
935,DRUMFAD N S,"Ballynashannagh, Fanad, F92 P683",LETTERKENNY,,Donegal,drumfadbally@gmail.com,0749159399,Louise Gallagher,Donegal County Council,Presbyterian,16,19,35
936,RAPHOE CENTRAL N S,RAPHOE,LIFFORD,CO DONEGAL,Donegal,office@raphoecentralns.ie,0749145361,MRS NORMA SUMMERS,Donegal County Council,Church Of Ireland,91,94,185
937,SKEAGHVASTHEEN N S,Gorteen,Skeaghvasteen,Co. Kilkenny,Kilkenny,skeoughvosteenps@gmail.com,0599775444,Valerie Cullen,Kilkenny County Council,Catholic,44,41,85
938,S N PHEADAIR AGUS PHOIL,Drumconrath,Navan,Co. Meath,Meath,drumconrathns@yahoo.ie,0416854178,Joanne Carroll,Meath County Council,Catholic,57,68,125
939,BUNSCOIL LORETO,St Michael's Road,Gorey,Co. Wexford,Wexford,principal@bunscoilloreto.ie,0539421827,Aileen Kennedy,Wexford County Council,Catholic,336,329,665
940,Convent Girls Senior National School,Bathview,Mallow,Co Cork,Cork,info@conventps.ie,02242211,Sheila O'Connor,Cork County Council,Catholic,226,20,246
941,CLONAGHADOO N S,Clonaghdoo,Geashill,Co. Offaly,Offaly,clonaghadoons2020@gmail.com,0578628757,Grainne Finnerty,Laois County Council,Catholic,40,41,81
942,CARRIG N S,Carrig,Birr,Co. Tipperary,Tipperary,sncarrig@gmail.com,0860451133,Medran Shelley,Tipperary (Nr) County Council,Catholic,20,40,60
943,CLOGHANS N S,Cloghans,Knockmore,Ballina,Mayo,cloghansnationalschool@gmail.com,0949258245,Maria Molloy,Mayo County Council,Catholic,5,4,9
944,KINAFFE N S,Kinaffe,Swinford,Co. Mayo,Mayo,kinaffe1915@gmail.com,0949251031,Margaret Noone,Mayo County Council,Catholic,22,26,48
945,LINDSAY ROAD N S,LINDSAY ROAD,GLASNEVIN,DUBLIN 9,Dublin,info@lrns.ie,018600247,David O'Sullivan,Dublin City Council,Presbyterian,41,54,95
946,INCH N S,ENNIS,CO CLARE,,Clare,reception@inchns.com,0656839353,Conor McKenna,Clare County Council,Catholic,54,50,104
947,Castleblayney Convent National School,Laurel Hill,Castleblayney,Co. Monaghan,Monaghan,info@scoilnagcailini.ie,0429746090,Paula Coleman,Monaghan County Council,Catholic,155,,155
948,S N AN MOININ RUA,The Glen,Moneenroe,Castlecomer,Kilkenny,moneenroeschool@gmail.com,0564442288,Barbara Luttrell,Kilkenny County Council,Catholic,67,60,127
949,Scoil Náisíunta Naomh Feichín,Termonfeckin,Drogheda,Co. Louth,Louth,office@scoilnaomhfeichin.ie,0419822589,Margaret Leonard,Louth County Council,Catholic,147,160,307
950,TWO MILE BORRIS N S,TWO MILE BORRIS,THURLES,CO. TIPPERARY,Tipperary,principal@tmbns.ie,050444466,Michael Ryan,Tipperary (Nr) County Council,Catholic,69,79,148
951,AN BHREAC CHLUAIN B,ANNASCAUL,TRALEE,CO KERRY,Kerry,scoilbhreacchluain@gmail.com,0669157436,Mary Murphy,Kerry County Council,Catholic,52,45,97
952,S N LISNAFUNCHIN,Castlecomer,Co. Kilkenny,,Kilkenny,principal@lisnafunchinschool.com,0872124816,Shane Campion,Kilkenny County Council,Catholic,20,12,32
953,DROMTRASNA N S,Dromtrasna National School,Dromtrasna North,Abbeyfeale,Limerick,dromtrasnans@gmail.com,06831822,Lisa O Connor Principal,Limerick County Council,Catholic,66,56,122
954,MEENKILLY N S,ABBEYFEALE,CO LIMERICK,,Limerick,meenkillyns@gmail.com,06831631,Kelley Ní Airtnéada,Limerick County Council,Catholic,52,49,101
955,DRUMCLUGH N S,Bantry,Co. Cork,,Cork,dromclough@gmail.com,02750868,Melanie O Sullivan,Cork County Council,Catholic,23,28,51
956,BELLURGAN N S,New Road,Bellurgan,Dundalk,Louth,principal@bellurganns.ie,0429371479,Dermot McCoy,Louth County Council,Catholic,50,62,112
957,TEMPLETUOHY N S,Main Street,Templetuohy,Thurles,Tipperary,office@templetuohyns.ie,050453175,Carmel McDonnell,Tipperary (Nr) County Council,Catholic,47,30,77
958,KILCOLMAN N S,Kilcolman,Enniskeane,,Cork,kilcolmanns@gmail.com,0238839460,Brigid McGoldrick Acting Principal,Cork County Council,Catholic,11,18,29
959,ABBEYFEALE B N S 1,Church Street,Abbeyfeale,Co. Limerick,Limerick,stmarysboys.ias@eircom.net,06831699,Colin Quirke,Limerick County Council,Catholic,,98,98
