Sr No,School Name,School Number,School Directer,Address,City,Province,Code postal,Phone Number,Fax Number,Region,School Email,Website
886,Madinatul-Uloom Academy,877492,Nilofar Asif,670 Progress Ave,Scarborough,Ontario,M1H3A4,416-332-9428,416-332-0470,Région de l’Est,info@mua.ca,www.mua.ca
887,Madresatul Banaat Almuslimaat,876259,Syed Qadri,10 Vulcan St,Etobicoke,Ontario,M9W1L2,416-244-8600,416-244-0059,Région Centrale,madresatul@yahoo.com,
888,Magnificent Minds,668504,Alexandra Dezenhouse,37 Southbourne Avenue,Toronto,Ontario,M3H1A4,647-404-6349,,Région Centrale,Alley@MagnificentMinds.ca,www.magnificentminds.ca
889,Maingate Islamic Academy,665700,Abeer Mowafy,5280 Maingate Drive,Mississauga,Ontario,L4W1G5,905-629-4764,905-629-4256,Région Centrale,info@maingateislamicacademy.com,www.maingateislamicacademy.com
890,Makes Height School,883755,Ted Brennan,50 Queen St W,Brampton,Ontario,L6V1A2,647-948-9108,647-748-8618,Région Centrale,makesheightschool@gmail.com,
891,Makki Islamic Learning Centre,669285,Aslam Kalair,8450 TORBRAM RD,BRAMPTON,Ontario,L6T4M9,647-478-8340,647-478-8350,Région Centrale,admin@bramptonmakkimasjid.com,http://bramptonmakkimasjid.com/services.Makki.Islamic.Learning.Centre.htm
892,Malvern Montessori School,883812,Suwendrini Nirmalchandran,10 Sewells Rd,Scarborough,Ontario,M1B3G5,416-724-8900,,Région de l’Est,info@malvernmontessorischool.com,
893,Mamawmatawa Holistic Education Centre,667528,Stephanie Sutherland,2 Musko Rd Road,Constance Lake,Ontario,P0L1B0,705-463-1199,705-463-2077,Région du Nord,gaetan.baillargeon@mhec.education,www.clfn.on.ca
894,Manar Academy,884318,Eram Butt,1477 Sydenham Road,Kingston,Ontario,K7L4V4,613-876-8684,,Région de l’Est,manarislamiccenter@gmail.com,https://manarislamiccentre.ca/
895,Manor Montessori School,877859,Dana Stewart,909 Mount Pleasant Rd,Toronto,Ontario,M4P2Z6,416-488-4218,416-488-5830,Région de Toronto,info@manormontessorischool.com,www.manormontessori.com
896,Maple Bear International School Toronto,667088,John O'Donnell,1003 University Avenue,Toronto,Ontario,M5J1T1,416-433-2549,,Région de Toronto,international.toronto@maplebear.ca,www.maplebeartoronto.ca
897,Maple Children's Montessori School,668939,Gary Carrera,10175 Keele Street,Maple,Ontario,L6A3Y9,905-832-6665,,Région Centrale,mcms.1998@yahoo.ca,maplechildrensmontessori.com
898,Maple Crest Early School Ltd.,665008,Shannon McNevin,49 Highway 20 West,Fonthill,Ontario,L0S1E0,905-892-4865,,Région de l’Ouest,maplecrestearlyschool@hotmail.com,
899,Maple Dell School,881377,Mahion Shetler,260550 Maple Dell N0J 1P0,Norwich,Ontario,N0J1P0,,,Région de l’Ouest,,
900,Maple Drive Parochial,885665,Miriam Horst,6784 First Line W,Elora,Ontario,N0B1S0,,,Région de l’Ouest,,
901,Maple Grove Amish Parochial School,877905,MaryAnn Zehr,2849 Bruce Road 15 1,Tiverton,Ontario,N0G2T0,,,Région de l’Ouest,,
902,Maple Grove Parochial,887730,Grace Frey,5737 Buehler Line 1,Wallenstein,Ontario,N0B2S0,,,Région de l’Ouest,,
903,Maple Grove Parochial School,665776,Rudy Gingerich,38725 Belfast Road 3,Wingham,Ontario,N0G2W0,,,Région de l’Ouest,,
904,Maple Lane,885156,Saloma Brubacher,45262 Salem Road 2,Clifford,Ontario,N0G1M0,,,Région de l’Ouest,,
905,Maple Leaf Collegiate,884710,Abigail Dong,4002 Sheppard Avenue East,Scarborough,Ontario,M1S4R5,647-351-1688,647-351-1688,Région de l’Est,info@mapleleafcollegiate.ca,mapleleafcollegiate.ca
906,Maple Leaf Secondary School,666204,Yasir Nasir,4168 Finch Avenue East,Scarborough,Ontario,M1S5H6,647-409-8972,,Région Centrale,yasirnasir5@gmail.com,https://mapleleafss.com/
907,Maple Queen Academy,884209,Kevin Dong,2620 Simcoe St N,Oshawa,Ontario,L1L0R1,905-995-1828,,Région de l’Est,kevindong@nomiedu.com,
908,Maple Ridge Academy,669802,Yan Fu,1550 SOUTH GATEWAY RD.,Mississauga,Ontario,L4W5G6,905-282-9889,,Région Centrale,info@mapleridgeacademy.com.,mapleridgeacademy.com
909,Maple Root Academy,668847,Rana Hafiz,5 -211 Dunwin Drive,Mississauga,Ontario,L5L3C1,905-607-6313,,Région Centrale,maplerootacademy@gmail.com,
910,Maple View Parochial School,883140,Kimberly Horst,9542 Arthur Con 6 N 6,Mount Forest,Ontario,N0G2L0,519-323-3947,,Région de l’Ouest,,
911,Maple World Academy,665059,Christian Bayly,209 Lichen Crescent,Oshawa,Ontario,L1J7W2,647-818-6479,,Région de l’Est,christian.bayly@gmail.com,
912,Maplebridge International School,667794,LAMA AL RIHANI DIT TALLAJ,100 King Street West St,Toronto,Ontario,M5X1C7,437-881-6906,,Région de Toronto,Lamatallaj@Can-bridge.ca,WWW.MAPLEBRIDGESCHOOL.COM
913,Maplebrook Virtual School,886814,Elnaz Sedaghatalvar,95 Hidden Trail Ave,Richmond Hill,Ontario,L4C0H1,647-858-2565,,Région Centrale,elnaz.alvar@gmail.com,
914,Mapleton Meadow Parochial School,883498,Erla Horst,8249 Wellington Road 86 3,Listowel,Ontario,N4W3G8,,,Région de l’Ouest,,
915,Mapleview,889717,Brianna Warkentin,5026 Line 10 RR 1,St Marys,Ontario,N4X1C4,519-229-6324,519-229-6346,Région de l’Ouest,mapleviewschool@gmail.com,
916,Mapleview Christian Academy,666644,Brooke Davis,300 Mapleview Drive,Barrie,Ontario,L4N9E7,705-735-6423,,Région Centrale,Bdavis@mapleviewchristianacademy.com,www.mapleviewchristianacademy.com
917,Maplewood Academy,882656,Bryan Ho,28 Fairlawn AVE,Toronto,Ontario,M5M1S7,416-848-0882,,Région Centrale,bryan.ho@maplewoodacademy.net,https://www.maplewoodacademy.net/
918,Maranatha Christian Academy,883590,Jerilee Sharpe Preston,939 Northwood Street,Windsor,Ontario,N9E1A2,519-966-7424,519-966-9519,Région de l’Ouest,wkogel@maranathachristian.ca,www.maranathachristian.ca
919,Maranatha Christian Day School,882271,Stephan Gingerich,31 John St,Drayton,Ontario,N0G1P0,519-638-2446,,Région de l’Ouest,horstryan@hotmail.com,
920,Maranatha Christian School,888338,Richard Hoeksema,8037 Wellington Rd 19,Fergus,Ontario,N1M2W4,519-843-3029,519-843-4711,Région de l’Ouest,office@mcsfergus.ca,mcsfergus.ca
921,March Academy Private School,666556,Michael Kennedy,325 Sandhill Rd 1,Kanata,Ontario,K2K1X7,613-592-3398,,Région de l’Est,information@marchacademy.ca,www.marchacademy.ca
922,Marey Academy,885243,Heba Said Marey,1155 North Service Rd W.,Oakville,Ontario,L6M3E3,647-809-1218,,Région Centrale,hebasaid06@gmail.com,https://mareyaacademy.com/
923,Maria Montessori School Inc.,884740,Alanah Dickson,125 Brentcliffe Road,Toronto,Ontario,M4G3Y7,416-423-9123,416-423-7819,Région de Toronto,mariamontessori@bellnet.ca,www.mariamontessori.ca
924,Marifah School,669366,NurulEmaan Ameen,1586 Stittsville Main,Ottawa,Ontario,K2S1P1,343-202-2320,,Région de l’Est,info@marifah.ca,www.marifah.ca
925,Marigold Hollow Parochial School,668779,Henry Weber,7573 Sideroad 3 East 6,Mount Forest,Ontario,N0G2L0,519-323-3975,,Région de l’Ouest,,
926,Mariyah Islamic School,880032,Mariam Khan,3665 Lawrence Ave. East Ave,Scarborough,Ontario,M1G1P7,416-298-4008,416-298-0199,Région de l’Est,mariyahschool@yahoo.com,www.mariyahschool.ca
927,Markham Waterloo Continuing Education,884125,Matthew Frey,7758 Wellington Road 8 2,Alma,Ontario,N0B1A0,519-998-0657,,Région de l’Ouest,m-kfrey@mwpol.ca,
928,Marlborough Academy,884618,Margaret MOUNTAIN,6408 Malakoff Rd,North Gower,Ontario,K0A2T0,613-293-0799,,Région de l’Est,fxmountain@hotmail.com,
929,Marshy Breezes Parochial School,665107,Kaitlyn Zehr,601281 Sideroad 8 4,Chesley,Ontario,N0G1L0,,,Région de l’Ouest,,
930,"Mary, Mother of God School",876160,Gordon Nixon,1515A Queen St W,Toronto,Ontario,M6R1A5,416-531-7897,416-531-1026,Région de Toronto,info@marymotherofgodschool.org,www.marymotherofgodschool.org
931,Maryvale Academy of Ottawa,668870,Helena Champion,2191 Benjamin Avenue,OTTAWA,Ontario,K2A1P6,613-321-2186,613-454-8167,Région de l’Est,principal@maryvaleacademy.ca,http://www.maryvaleacademy.ca/
932,Matawa Education & Care Centre,888751,Brad Battiston,200 Lille Street North ST,THUNDER BAY,Ontario,P7C5Y2,807-768-3300,807-768-3301,Région du Nord,bbattiston@matawaeducation.ca,www.matawaeducation.com
933,Mater Boni Consilii Academy,667120,Michael Aguiar,1225 Rebecca Street,Oakville,Ontario,L6L1Z1,416-700-9733,,Région Centrale,maguiar@mbcahalton.com,www.mbcahalton.com
934,Matrix Academy,665181,Inna Minuk,216 Goddard Street,toronto,Ontario,M3H5E8,647-291-0085,,Région Centrale,matacademy@hotmail.com,www.matrix-academy.ca
935,Matthews Hall,885754,Christopher White,1370 Oxford St W,London,Ontario,N6H1W2,519-471-1506,,Région de l’Ouest,white.c@matthewshall.ca,http://matthewshall.ca
936,Maxfield Academy,665300,Tim Chen,155 Mostar Street,Whitchurch-Stouffville,Ontario,L4A0Y2,647-998-9419,,Région Centrale,timchen@maxfieldacademy.com,maxfieldacademy.com
937,McCanny Secondary School,669808,Alireza Rafiee,1051 McNicoll Avenue,North York,Ontario,M1W3W6,416-491-5555,416-491-5555,Région de l’Est,office@mccannyschool.com,www.mccannyschool.com
938,McCanny Secondary School (West Campus),669416,Aila Anghel,1100 Central Pkwy West,Mississauga,Ontario,L5B3C2,647-505-2313,416-491-5555,Région Centrale,normanzhu@mccannyschool.com,www.mccannyschool.com
939,McDonald International Academy,876674,Mohammad Almatar,920 Yonge St,Toronto,Ontario,M4W3C7,416-322-1502,416-322-5775,Région de Toronto,mia@mcdonaldacademy.com,http://www.mcdonaldacademy.com
940,McIntosh Valley,668558,Israel Martin,1208 Huron-Bruce Road 1,Clifford,Ontario,N0G1M0,,,Région de l’Ouest,,
941,Meadow Brook,669767,Mahion Shetler,284989 Pleasant Valley Road,Norwich,Ontario,N0J1P0,,,Région de l’Ouest,,
942,Meadow Crest Parochial School,883126,Vera Dyer,"927 Statters Lake Avenue, RR 1",Holyrood,Ontario,N0G2B0,,,Région de l’Ouest,,
943,Meadow Green Academy - Lakeshore,881969,Georganne MacKenzie,1884 Lakeshore Road West,Mississauga,Ontario,L5J1J7,905-822-7479,905-822-4002,Région Centrale,LorieMoreau1@gmail.com,www.meadowgreenacademy.ca
944,Meezan School,884428,Omar Abdool,286 Water Street,Guelph,Ontario,N1G1B8,519-265-0306,519-265-5358,Région de l’Ouest,main.office@meezanschool.com,www.meezanschool.com
945,Meno Biimadeswin Adult Education & Training Centre,669286,Jacqueline Corbett,523 Algoma Street N,Thunder Bay,Ontario,P7A5C2,807-768-4470,807-768-4471,Région du Nord,kkets-reception@matawa.on.ca,https://www.kkets.ca/
946,Mentor College,882291,Randy Hall,40 Forest Ave,Mississauga,Ontario,L5G1L1,905-271-3393,905-271-8367,Région Centrale,admin@mentorcollege.edu,http://www.mentorcollege.edu
947,Mentor College Primary Campus,667590,Leeanne Talarico,56 Cayuga Avenue,Mississauga,Ontario,L5G3S9,905-271-7100,905-271-8076,Région Centrale,56cayuga@mentorcollege.edu,www.mentorcollege.edu
948,Mentor's Academy,669501,Monjur Morshed,115 Lebovic Avenue,Toronto,Ontario,M1L0J2,647-780-8811,,Région de Toronto,contact@mentorsacademy.ca,www.mentorsacademy.ca
949,Merit College,668578,Joe Lu,,,,,,,Région Centrale,,
950,Merit College Online,882564,Sonu Bhutani,3601 Hwy 7 Suite 808,Markham,Ontario,L3R0M3,905-604-2915,,Région Centrale,adm@meritedu.ca,
951,Merriam High School,885904,Rumiko Sokolowski,2359 Bristol Circle,Oakville,Ontario,L6H6P8,905-829-2020,,Région Centrale,highschool@merriammusic.com,https://highschool.merriammusic.com/
952,Mesivta Thornhill,882521,Andrew Palamarchuk,7555 Bathurst St.,Thornhill,Ontario,L4J2K3,647-999-2456,,Région Centrale,info@ohrtemimim.com,
953,Metamorphosis Greek Orthodox School,877654,Anna Saradidis,30 Scarsdale Rd,Toronto,Ontario,M3B2R7,416-463-7222,416-463-2971,Région Centrale,info@mgos.ca,www.mgos.ca
954,Metro International Secondary Academy,886696,Mary Elizabeth Lecours,2 Simonston BLVD,THORNHILL,Ontario,L3T4L1,905-597-4567,,Région Centrale,info@metroacademy.ca,www.metroacademy.ca
955,Metro Virtual Academy,669884,Ashok Madan,3195 Sheppard Avenue East,Scarborough,Ontario,M1T3K1,647-977-9749,,Région de l’Est,contact@metrovirtualacademy.com,https://www.metrovirtualacademy.com/
956,Metropolitan College,883137,Tien Minh Khoi Vu,38 Bernard Street,Hamilton,Ontario,L8H6C7,905-529-5000,,Région de l’Ouest,admin@mymc.ca,www.mymc.ca
957,Metropolitan Preparatory Academy,882070,Ryan Seeley,1 Duncan Mill Road,Toronto,Ontario,M3B1Z2,416-285-0870,416-285-0873,Région Centrale,wmckelvey@metroprep.com,www.metroprep.com
958,Middlebrook Parochial School,665576,Eva Horst,6534 8th Line W 1,Elora,Ontario,N0B1S0,519-323-4298,,Région de l’Ouest,,
959,Migisi Sahgaigan School,663205,Sarah Friesen,42 School Road,Eagle Lake First Nation,Ontario,P0V3H0,807-755-5350,,Région du Nord,principal@migisi.ca,www.eaglelakefirstnation.ca/community-service/migisi-sahgaigan-school/
960,Migizi Miigwanan Secondary School,663375,Jennifer Dunbar,"100 Marten Road Road, LL58FN",Longlac,Ontario,P0T2A0,807-876-9607,807-876-4219,Région du Nord,,
961,Mikinaak Onigaming School,663697,Alonzo Pittman,212 Mikinaak Drive,Nestor Falls,Ontario,P0X1K0,807-484-2510,807-484-2352,Région du Nord,shannonk@onigamingschool.com,
962,"Mildenhall School, The",887964,Nicholas Raymond,35 OURLAND AVE,ETOBICOKE,Ontario,M8Z4E1,416-259-2822,,Région de Toronto,christine@mildenhallmontessori.com,www.mildenhallmontessori.com
963,Millers School,887502,Alvin Shetler,244635 Milldale Road 1,Otterville,Ontario,N0J1N0,,,Région de l’Ouest,,
964,Millpond Academy,880445,Julie Millward,11 Vincent Street,Innerkip,Ontario,N0J1M0,519-781-7389,,Région de l’Ouest,millpondacademywoodstock@gmail.com,
965,Milton Christian School,886543,Howard Martin,45 Bruce Street,Milton,Ontario,L9T2L5,905-878-0550,,Région Centrale,principal@miltonchristianschool.com,www.miltonchristianschool.com
966,"MindTech Academic Schools, Inc",666408,Charles Li,1 Dickson Hill Rd,Markham,Ontario,L3P3J3,905-640-5333,905-640-0944,Région Centrale,info@mindtechschools.com,www.mindtechschools.com
967,Mindview Academy,668579,Abdelsamie Hamed,2900 Steeles Ave East,Thornhill,Ontario,L3T4X1,905-370-2201,,Région Centrale,admin@mindviewacademy.com,mindviewacademy.com
968,Mindware Academy,665135,Susan Mancini,985 PINECREST RD,OTTAWA,Ontario,K2B6B4,613-882-3449,,Région de l’Est,mancini.susanj@gmail.com,www.mindware.ca
969,Mindwerx4kids Learning Centre,883933,Denise Martyn,76 Anglesey Blvd.,Etobicoke,Ontario,M9A3C1,416-231-6945,416-231-7332,Région de Toronto,dmartyn@mindwerx4kids.ca,www.mindwerx4kids.ca
970,Minto Meadow Parochial School,875180,Mary Lynn Weber,6497 Tenth Line 1,Harriston,Ontario,N0G1Z0,,,Région de l’Ouest,,
971,Missing Links Academy,665790,Amardeep Badwall,2317 FAIRVIEW ST,BURLINGTON,Ontario,L7R2E3,289-337-0555,289-337-5231,Région de l’Ouest,info@missinglinks.ca,http://www.missinglinks.ca/
972,Mississauga Christian Academy,880647,Kevin Yee,2720 Gananoque Drive,Mississauga,Ontario,L5N2R2,905-826-4114,905-567-5874,Région Centrale,info@mcalearn.com,http://www.mcalearn.com
973,Mississauga First Nation Adult Education,668852,Stacey Schellekens,148 Village Road,Blind River,Ontario,P0R1B0,705-356-3197,705-356-1867,Région du Nord,stacey@mississaugi.com,www.mississaugi.com
974,Mississauga Secondary Academy,667051,Fang Liu,33 City Centre Drive,Mississauga,Ontario,L5B2N5,905-232-0672,905-232-1672,Région Centrale,principal@msaedu.ca,www.msaedu.ca
975,Mizhakiiwetung Memorial,663719,Gay McDonald,General Delivery,White Dog,Ontario,P0X1P0,807-219-1547,807-927-2176,Région du Nord,wea_vp@yahoo.ca,
976,Modern Montessori Academy,668371,Areej Hamou,74 Florence Dr,OAKVILLE,Ontario,L6K1V6,226-246-1506,,Région Centrale,areejhamou76@gmail.com,
977,Monarch Academy,886414,Agnesha Mieczkowski,626 Burnhamthorpe,Mississauga,Ontario,L5B2C4,416-537-3724,,Région Centrale,info@monarch-academy.ca,monarch-academy.ca
978,Montcrest School,886955,Patricia MacDonald,658 Broadview Avenue,Toronto,Ontario,M4K2P1,416-469-2008,416-469-0934,Région de Toronto,info@montcrest.ca,montcrest.ca
979,Montessori Academy of London,887919,Kristine Brown,719 Waterloo Street,London,Ontario,N6A3W1,519-433-9121,519-433-8941,Région de l’Ouest,info@montessori.on.ca,http://www.montessori.on.ca
980,Montessori Casa Private School and Childcare Ltd.,668872,Nida Khan Vadera,1203 Dri St. Martin's,Pickering,Ontario,L1W1N9,647-996-6432,,Région de l’Est,vadera.nida@gmail.com,www.montessori-casa.com
981,Montessori Eco Academy,669043,Meghan Dunlop,21799 Fargo Road,Chatham,Ontario,N7M1G3,519-437-7528,,Région de l’Ouest,montessoriecoacademy@gmail.com,
982,Montessori Jewish Day School,665711,Matthew Cooper,55 Yeomans Rd,Toronto,Ontario,M3H3J7,416-784-5071,416-784-2049,Région Centrale,sarit@mjds.ca,http://www.mjds.ca
983,Montessori Leaders School,668375,Yomna Awad,20 RED MAPLE DR,BRAMPTON,Ontario,L6X4N7,905-455-7758,905-455-8559,Région Centrale,info@montessorileaders.ca,www.montessorileaders.ca
984,Montessori Learning Centre,882917,Nicola Phillips-Reece,401 Kingston Rd,Pickering,Ontario,L1V1A3,905-509-1722,905-509-8283,Région de l’Est,info@montessorilearningcentre.com,www.mlcp.ca
985,Montessori School of Cambridge,665379,Theresa Dejmek,7 Roseview Avenue,Cambridge,Ontario,N1R4A5,519-622-1470,,Région de l’Ouest,principal@montessoricambridge.com,www.montessoricambridge.com
986,Montessori School of Kleinburg,666440,Vincenza Marzano,10515 27 Highway,Kleinburg,Ontario,L0J1C0,905-893-0560,905-893-9374,Région Centrale,admin@msk2002.com,www.msk2002.com
987,Montessori School of Milton Inc,669398,Amjad Saddique,336 Bronte Street S,Milton,Ontario,L9T7W6,905-876-4001,,Région Centrale,montessori.milton@outlook.com,www.montessorischoolofmilton.com
988,Montessori in the Woods,667489,Hana Todorova,998 Rd Indian,Mississauga,Ontario,L5H1R5,416-887-9096,,Région Centrale,montessoriinthewoods@gmail.com,montessoriinthewoods@gmail.com
989,Moose Factory Academy,877301,Barbara Chum,18 North,Moose Factory,Ontario,P0L1W0,705-658-4677,705-658-5271,Région du Nord,mface@ontera.net,
990,Morning Star Christian School,888583,Connie Martin,4088 Perth Line 72,Millbank,Ontario,N0K1L0,519-595-4831,519-595-4381,Région de l’Ouest,,
991,Morningstar Online School,889055,Christian Bayly,209 Lichen Cres,Oshawa,Ontario,L1J7W2,647-818-6479,,Région de l’Est,christian.bayly@gmail.com,www.amethystacademy.online
992,Mosedale Secondary School,669707,Stephen Siu,7300 Warden Avenue,Markham,Ontario,L3R9Z6,416-826-6883,,Région Centrale,info@mosedale.ca,www.mosedale.ca
993,Mother Earth's Learning Village,884173,Stephanie Kozak,797 Middletown Road,Waterdown,Ontario,L0R2H2,289-244-4732,,Région de l’Ouest,motherearthlearningvillage@gmail.com,
994,Mount Hope Parochial School,885615,Carolyn Martin,1128 Elderslie Arran Townline,Dobbinton,Ontario,N0H1L0,519-934-1408,,Région de l’Ouest,,
995,Mount Salem Christian School,884227,Jonathan Pollnow,6560 Springfield Road 6,Aylmer,Ontario,N5H2R5,519-765-3555,,Région de l’Ouest,info@mtscs.ca,www.mtscs.ca
996,Mount Sinai Education,882392,Shehreen Zaman,50 Burnhamthorpe Rd W #86,Mississauga,Ontario,L5B3C2,647-835-7925,,Région Centrale,support@mathproject.ca,
997,Moving Art,885416,Carla Tucker,125 Anne St. S,Barrie,Ontario,L4N7B6,705-792-2877,,Région Centrale,info@movingart.ca,www.movingart.ca
998,Mulberry Waldorf School,665100,Carlina Heins,25 Markland St,Kingston,Ontario,K7K1S2,613-542-0669,613-542-0667,Région de l’Est,administrator@mulberrywaldorfschool.ca,www.mulberrywaldorfschool.ca
999,Muskoka Christian School,880043,Michael Meinema,370 South Mary Lake Rd,Port Sydney,Ontario,P0B1L0,705-385-2847,705-219-9739,Région Centrale,mcs@muskoka.com,http://www.muskokachristianschool.com
1000,Muskoka Montessori School,878537,Jackie Farley,228 Chub Lake Rd,Huntsville,Ontario,P1H1S4,705-788-3802,705-788-3802,Région Centrale,info@muskokamontessori.ca,www.muskokamontessori.ca
