Sr No,SchoolName,SchoolType,SchoolURL,States,Email,Numbers,SchoolSector
855,Collie Senior High School,Sec,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=4014,WA,Collie.SHS@education.wa.edu.au,,Gov
856,Collier Primary School,Prim,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5109,WA,collier.ps@education.wa.edu.au,,Gov
857,Collingwood College,Pri/Sec,http://www.collingwood.vic.edu.au,VIC,collingwood.co@education.vic.gov.au,(03) 9417 6681,Gov
858,Collins Creek Public School,Prim,https://collinsck-p.schools.nsw.gov.au,NSW,collinsck-p.school@det.nsw.edu.au,02 6633 1278,Gov
859,Colo Heights Public School,Prim,https://colohts-p.schools.nsw.gov.au,NSW,colohts-p.school@det.nsw.edu.au,02 4565 0202,Gov
860,Colo Vale Public School,Prim,https://colovale-p.schools.nsw.gov.au,NSW,colovale-p.school@det.nsw.edu.au,02 4889 4250,Gov
861,Columba Catholic College,Sec,http://www.columba.catholic.edu.au,QLD,office@columba.catholic.edu.au,"07 4787 4986, 07 4754 6333, 07 4787 1744",NG
862,Colyton Public School,Prim,https://colyton-p.schools.nsw.gov.au,NSW,colyton-p.school@det.nsw.edu.au,02 9625 8185,Gov
863,Comboyne Public School,Prim,https://comboyne-p.schools.nsw.gov.au,NSW,comboyne-p.school@det.nsw.edu.au,02 6550 4174,Gov
864,Comet Bay Primary School,Prim,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5804,WA,cometbay.ps@education.wa.edu.au,95233700,Gov
865,Comleroy Road Public School,Prim,https://comleroyrd-p.schools.nsw.gov.au,NSW,comleroyrd-p.school@det.nsw.edu.au,02 4576 1600,Gov
866,Como Primary School,Prim,https://www.comoprimaryschool.wa.edu.au/,WA,como.ps@education.wa.edu.au,,Gov
867,Como Public School,Prim,https://como-p.schools.nsw.gov.au,NSW,como-p.school@det.nsw.edu.au,02 9528 9003,Gov
868,Compton Primary School,Prim,http://www.comptonps.sa.edu.au,SA,dl.0724.info@schools.sa.edu.au,(08) 8725 1723,Gov
869,Conargo Public School,Prim,https://conargo-p.schools.nsw.gov.au,NSW,conargo-p.school@det.nsw.edu.au,03 5884 6624,Gov
870,Concord School,Special,https://www.concordsch.vic.edu.au/,VIC,concord.sch@education.vic.gov.au,,Gov
871,Concordia College,Pri/Sec,http://www.concordia.sa.edu.au,SA,"mail@concordia.sa.edu.au, spmail@concordia.sa.edu.au, sjmail@concordia.sa.edu.au",,NG
872,Condell Park High School,Sec,https://condellpk-h.schools.nsw.gov.au,NSW,condellpk-h.school@det.nsw.edu.au,02 9709 4522,Gov
873,Condell Park Public School,Prim,https://condellpk-p.schools.nsw.gov.au,NSW,condellpk-p.school@det.nsw.edu.au,02 9796 7998,Gov
874,Condingup Primary School,Prim,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5111,WA,Condingup.PS@education.wa.edu.au,60212900,Gov
875,Condobolin High School,Sec,https://condobolin-h.schools.nsw.gov.au,NSW,condobolin-h.school@det.nsw.edu.au,02 6895 2333,Gov
876,Condobolin Public School,Prim,https://condobolin-p.schools.nsw.gov.au,NSW,condobolin-p.school@det.nsw.edu.au,02 6895 2134,Gov
877,Congupna Primary School,Prim,http://www.congupnaps.vic.edu.au,VIC,congupna.ps@education.vic.gov.au,358299286,Gov
878,Coniston Public School,Prim,https://coniston-p.schools.nsw.gov.au,NSW,coniston-p.school@det.nsw.edu.au,02 4229 1117,Gov
879,Connells Point Public School,Prim,https://connellspt-p.schools.nsw.gov.au,NSW,connellspt-p.school@det.nsw.edu.au,02 9546 1730,Gov
880,Connolly Primary School,Prim,http://www.connollyps.wa.edu.au,WA,connolly.ps@education.wa.edu.au,(08) 6206 3200,Gov
881,Conservatorium High School,Sec,https://conservat-h.schools.nsw.gov.au,NSW,conservat-h.school@det.nsw.edu.au,02 9351 1350,Gov
882,Coober Pedy Area School,Pri/Sec,http://www.cooberpedy.sa.edu.au,SA,dl.0920.info@schools.sa.edu.au,61 (08) 8672 5077,Gov
883,Coodanup College,Sec,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=4148,WA,Coodanup.Col@education.wa.edu.au,,Gov
884,Coogee Boys' Preparatory School,Prim,http://www.coogeeprep.nsw.edu.au,NSW,"admissions@coogeeprep.nsw.edu.au, office@coogeeprep.nsw.edu.au",(02) 9398 6310,NG
885,Cook School,Special,https://cook-s.schools.nsw.gov.au,NSW,cook-s.school@det.nsw.edu.au,02 8539 7155,Gov
886,Coolah Central School,Pri/Sec,https://coolah-c.schools.nsw.gov.au,NSW,coolah-c.school@det.nsw.edu.au,02 6377 1101,Gov
887,Coolamon Central School,Pri/Sec,https://coolamon-c.schools.nsw.gov.au,NSW,coolamon-c.school@det.nsw.edu.au,02 6927 3209,Gov
888,Coolaroo South Primary School,Prim,http://www.coolaroosouthps.vic.edu.au/,VIC,"coolaroo.south.ps@education.vic.gov.au, office@nseyc.org.au","(03) 9309 1664, (03) 9306 1662, (03) 9302 2191, (03) 9309Â 1664",Gov
889,Coolgardie Primary School,Prim,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5117,WA,Coolgardie.PS@education.wa.edu.au,90683100,Gov
890,Coolongolook Public School,Prim,https://coolongolo-p.schools.nsw.gov.au,NSW,coolongolo-p.school@det.nsw.edu.au,02 4997 7183,Gov
891,Cooloongup Primary School,Prim,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5606,WA,Cooloongup.ps@education.wa.edu.au,08 9591 6900,Gov
892,Coomandook Area School,Pri/Sec,http://www.coomyas.sa.edu.au,SA,dl.0729.info@schools.sa.edu.au,"(08) 8847 2202, (08) 8573 3007",Gov
893,Coomealla High School,Sec,https://coomealla-h.schools.nsw.gov.au,NSW,coomealla-h.school@det.nsw.edu.au,03 5027 4506,Gov
894,Coonabarabran High School,Sec,https://coonabarab-h.schools.nsw.gov.au,NSW,coonabarab-h.school@det.nsw.edu.au,02 6842 1099,Gov
895,Coonabarabran Public School,Prim,https://coonabarab-p.schools.nsw.gov.au,NSW,coonabarab-p.school@det.nsw.edu.au,02 6842 1771,Gov
896,Coonamble High School,Sec,https://coonamble-h.schools.nsw.gov.au,NSW,coonamble-h.school@det.nsw.edu.au,02 6822 1522,Gov
897,Coopernook Public School,Prim,https://coopernook-p.schools.nsw.gov.au,NSW,coopernook-p.school@det.nsw.edu.au,02 6556 3162,Gov
898,Coorabell Public School,Prim,https://coorabell-p.schools.nsw.gov.au,NSW,coorabell-p.school@det.nsw.edu.au,02 6684 7281,Gov
899,Coorara Primary School,Prim,http://www.cooraraps.sa.edu.au,SA,"info@coorarakindergarten.com.au, dl.0323.info@schools.sa.edu.au","(08) 8325 0866, 564 565 566 567",Gov
900,Coorow Primary School,Prim,https://www.coorowps.wa.edu.au/,WA,coorow.ps@education.wa.edu.au,08 9952 2800,Gov
901,Cootamundra High School,Sec,https://cootamundr-h.schools.nsw.gov.au,NSW,cootamundr-h.school@det.nsw.edu.au,02 6942 2711,Gov
902,Cootamundra Public School,Prim,https://cootamundr-p.schools.nsw.gov.au,NSW,cootamundr-p.school@det.nsw.edu.au,02 6942 1402,Gov
903,Copacabana Public School,Prim,https://copacabana-p.schools.nsw.gov.au,NSW,copacabana-p.school@det.nsw.edu.au,02 4382 1766,Gov
904,Coraki Public School,Prim,https://coraki-p.schools.nsw.gov.au,NSW,coraki-p.school@det.nsw.edu.au,02 6683 2073,Gov
905,Coramba Public School,Prim,https://coramba-p.schools.nsw.gov.au,NSW,coramba-p.school@det.nsw.edu.au,02 6654 4227,Gov
906,Coreen School,Special,https://coreen-s.schools.nsw.gov.au,NSW,coreen-s.school@det.nsw.edu.au,02 9622 1095,Gov
907,Corindi Public School,Prim,https://corindi-p.schools.nsw.gov.au,NSW,corindi-p.school@det.nsw.edu.au,02 6649 2734,Gov
908,Corndale Public School,Prim,https://corndale-p.schools.nsw.gov.au,NSW,corndale-p.school@det.nsw.edu.au,02 6628 4305,Gov
909,Cornish College,Pri/Sec,http://www.cornishcollege.vic.edu.au,VIC,office@cornishcollege.vic.edu.au,39 616 523 730,NG
910,Corowa High School,Sec,https://corowa-h.schools.nsw.gov.au,NSW,corowa-h.school@det.nsw.edu.au,02 6033 1889,Gov
911,Corowa Public School,Prim,https://corowa-p.schools.nsw.gov.au,NSW,corowa-p.school@det.nsw.edu.au,02 6033 1606,Gov
912,Corowa South Public School,Prim,https://corowasth-p.schools.nsw.gov.au,NSW,corowasth-p.school@det.nsw.edu.au,02 6033 1535,Gov
913,Corpus Christi Catholic Primary School,Prim,https://www.ccsidbb.catholic.edu.au,NSW,ccsi@dbb.catholic.edu.au,02 7256 2114,NG
914,Corpus Christi Catholic School,Prim,http://www.corpuschristi.tas.edu.au,TAS,office.ccs@catholic.tas.edu.au,03 6244 7288,NG
915,Corpus Christi College,Pri/Sec,http://www.corpus.wa.edu.au,WA,enquiries@corpus.wa.edu.au,,NG
916,Corpus Christi College Maroubra,Sec,https://cccmaroubra.syd.catholic.edu.au,NSW,info@cccmaroubra.catholic.edu.au,"035 (02) 9349 7333, (02) 9349 7333",NG
917,Corpus Christi School,Prim,http://www.ccwerribee.catholic.edu.au,VIC,principal@ccwerribee.catholic.edu.au,03 9741 8440,NG
918,Corpus Christi School,Prim,http://www.ccglenroy.catholic.edu.au,VIC,principal@ccglenroy.catholic.edu.au,,NG
919,Corpus Christi School,Prim,http://www.cckingsville.catholic.edu.au,VIC,principal@cckingsville.catholic.edu.au,(03) 9314 7303,NG
920,Corrimal East Public School,Prim,https://corrimale-p.schools.nsw.gov.au,NSW,corrimale-p.school@det.nsw.edu.au,02 4284 4582,Gov
921,Corrimal High School,Sec,https://corrimal-h.schools.nsw.gov.au,NSW,corrimal-h.school@det.nsw.edu.au,02 4285 1199,Gov
922,Corryong College,Pri/Sec,http://www.corryong.vic.edu.au,VIC,corryong.co@education.vic.gov.au,"0498143788, 02 6076 1566 0498",Gov
923,Cottesloe Primary School,Prim,http://cottesloeps.wa.edu.au/,WA,Cottesloe.ps@education.wa.edu.au,,Gov
924,Covenant Christian School,Pri/Sec,http://www.covenant.nsw.edu.au,NSW,admin@covenant.nsw.edu.au,,NG
925,Cowan Public School,Prim,https://cowan-p.schools.nsw.gov.au,NSW,cowan-p.school@det.nsw.edu.au,02 9456 1065,Gov
926,Cowandilla Primary School,Prim,http://www.cowandilla.sa.edu.au,SA,dl.0106.info@schools.sa.edu.au,,Gov
927,Cowell Area School,Pri/Sec,http://www.cowellas.sa.edu.au,SA,dl.0735.info@schools.sa.edu.au,(08) 8629 2150,Gov
928,Cowes Primary School,Prim,http://www.cowesps.vic.edu.au/,VIC,cowes.ps@education.vic.gov.au,03 5952 2132,Gov
929,Cowper Public School,Prim,https://cowper-p.schools.nsw.gov.au,NSW,cowper-p.school@det.nsw.edu.au,02 6647 6339,Gov
930,Cowwarr Primary School,Prim,http://www.cowwarrps.vic.edu.au,VIC,Cowwarr.ps@education.vic.gov.au,03 5139 7100,Gov
931,Craigburn Primary School,Prim,http://www.craigburn.sa.edu.au,SA,dl.1226.admin@schools.sa.edu.au,(08) 8270 4144,Gov
932,Craigieburn Secondary College,Sec,http://www.craigieburnsc.vic.edu.au/,VIC,craigieburn.sc@education.vic.gov.au,(03) 9308 1144,Gov
933,Craigieburn South Primary School,Prim,http://www.craigsth.vic.edu.au/,VIC,craigieburn.south.ps@education.vic.gov.au,(03) 9308 3133,Gov
934,Craigmore South Primary School,Prim,http://www.css.sa.edu.au/,SA,dl.1449_info@schools.sa.edu.au,"08 8255 0533, (08) 8255 0533",Gov
935,Cranbourne East Primary School,Prim,http://www.cranbourneeastps.vic.edu.au,VIC,cranbourne.east.ps@education.vic.gov.au,,Gov
936,Cranbourne East Secondary College,Sec,http://www.cesc.vic.edu.au/,VIC,cranbourne.east.sc@education.vic.gov.au,(03) 5990 0200,Gov
937,Cranbourne Park Primary School,Prim,https://www.cranbournepark.vic.edu.au/,VIC,cranbourne.park.ps@education.vic.gov.au,59961142,Gov
938,Cranbourne Primary School,Prim,http://www.cranbourne-ps.vic.edu.au/,VIC,cranbourne.ps@education.vic.gov.au,359961744,Gov
939,Cranbourne South Primary School,Prim,http://www.cranbournesouth.vic.edu.au/,VIC,cranbourne.south.ps@education.vic.gov.au,"(03) 9782-2999, 74 235 948 443, (03) 9782-2656",Gov
940,Cranbourne West Primary School,Prim,http://www.cranbournewestps.vic.edu.au,VIC,cranbourne.west.ps@education.vic.gov.au,(03) 5996 2878,Gov
941,Cranbourne West Secondary College,Sec,https://www.cwsc.vic.edu.au,VIC,cranbourne.west.sc@education.vic.gov.au,"(03) 9770 7200, 79 748 599 593",Gov
942,Cranbrook School,Sec,http://www.cranbrook.nsw.edu.au,NSW,"juniorschool@cranbrook.nsw.edu.au, seniorschool@cranbrook.nsw.edu.au, preschool@cranbrook.nsw.edu.au",79 000 007 723,NG
943,Cranebrook High School,Sec,https://cranebrook-h.schools.nsw.gov.au,NSW,cranebrook-h.school@det.nsw.edu.au,02 4729 0777,Gov
944,Crawford Public School,Prim,https://crawford-p.schools.nsw.gov.au,NSW,crawford-p.school@det.nsw.edu.au,02 9621 7988,Gov
945,Creaney Education Support Centre,Special,http://creaneyesc.wa.edu.au,WA,"Creaney.ESC@education.wa.edu.au, creaney.ESC@education.wa.edu.au",(08) 9408 2950,Gov
946,Creek Street Christian College,Pri/Sec,http://www.creekstreet.vic.edu.au/,VIC,info@creekstreet.vic.edu.au,03 5442 1722,NG
947,Creekside K-9 College,Pri/Sec,http://www.creeksidecollege.vic.edu.au,VIC,creekside.k9@education.vic.gov.au,023 (03) 8363 6400,Gov
948,Crescent Head Public School,Prim,https://crescenthd-p.schools.nsw.gov.au,NSW,crescenthd-p.school@det.nsw.edu.au,02 6566 0255,Gov
949,Crestwood High School,Sec,https://crestwood-h.schools.nsw.gov.au,NSW,crestwood-h.school@det.nsw.edu.au,02 9639 7422,Gov
950,Creswick North Primary School,Prim,http://www.creswicknorthps.vic.edu.au,VIC,creswick.north.ps@education.vic.gov.au,(03) 5345 2012,Gov
951,Crib Point Primary School,Prim,http://www.cpps.vic.edu.au/,VIC,crib.point.ps@education.vic.gov.au,"(03) 5983 9282, (03) 5983 8876",Gov
952,Cromehurst School,Special,https://cromehurst-s.schools.nsw.gov.au,NSW,cromehurst-s.school@det.nsw.edu.au,02 9416 9281,Gov
953,Cromer Public School,Prim,https://cromer-p.schools.nsw.gov.au,NSW,cromer-p.school@det.nsw.edu.au,02 9971 0499,Gov
954,Cronulla South Public School,Prim,https://cronullas-p.schools.nsw.gov.au,NSW,cronullas-p.school@det.nsw.edu.au,02 9523 5649,Gov
955,Crookwell Public School,Prim,https://crookwell-p.schools.nsw.gov.au,NSW,crookwell-p.school@det.nsw.edu.au,02 4832 1213,Gov
956,Croppa Creek Public School,Prim,https://croppacrk-p.schools.nsw.gov.au,NSW,croppacrk-p.school@det.nsw.edu.au,02 6754 5215,Gov
957,Crossmaglen Public School,Prim,https://crossmagle-p.schools.nsw.gov.au,NSW,crossmagle-p.school@det.nsw.edu.au,02 6653 4295,Gov
958,Crossways Lutheran School Ceduna,Pri/Sec,http://www.crossways.sa.edu.au/,SA,admin@crossways.sa.edu.au,08.8625.2873,NG
959,Crown Street Public School,Prim,https://crownst-p.schools.nsw.gov.au,NSW,crownst-p.school@det.nsw.edu.au,02 9360 4187,Gov
960,Croxton Special School,Special,http://www.croxton.vic.edu.au,VIC,croxton.ss@education.vic.gov.au,613 9482 5482,Gov
961,Croydon Hills Primary School,Prim,http://www.croydonhps.vic.edu.au,VIC,croydon.hills.ps@education.vic.gov.au,397251206,Gov
962,Croydon Park Public School,Prim,https://croydonpk-p.schools.nsw.gov.au,NSW,croydonpk-p.school@det.nsw.edu.au,02 9797 9753,Gov
963,Croydon Primary School,Prim,http://www.croydonps.vic.edu.au,VIC,croydon.ps@edumail.vic.gov.au,"(03) 9723 2472, (03) 9723 1017, 97232472",Gov
964,Croydon Public School,Prim,https://croydon-p.schools.nsw.gov.au,NSW,croydon-p.school@det.nsw.edu.au,02 9747 5457,Gov
965,Croydon Special Developmental School,Special,http://www.croydonsds.vic.edu.au,VIC,"OSHC-@-IOE-Family-Handbook.pdf, croydon.sds@education.vic.gov.au",03 9725 4933,Gov
966,Crusoe 7-10 Secondary College,Sec,http://www.crusoecollege.vic.edu.au/,VIC,crusoe.710.sc@education.vic.gov.au,(03) 5447 7722,Gov
967,Crystal Brook Primary School,Prim,http://www.crystalbps.sa.edu.au,SA,dl.0111.admin@schools.sa.edu.au,"08 8636 2311, 08 8636 2134",Gov
968,Crystal Creek Public School,Prim,https://crystalcrk-p.schools.nsw.gov.au,NSW,crystalcrk-p.school@det.nsw.edu.au,02 6679 1223,Gov
969,Cudal Public School,Prim,https://cudal-p.schools.nsw.gov.au,NSW,cudal-p.school@det.nsw.edu.au,02 6364 2101,Gov
970,Cudgee Primary School,Prim,http://www.cudgeeps.vic.edu.au,VIC,cudgee.ps@education.vic.gov.au,03 5567 3646,Gov
971,Cue Primary School,Pri/Sec,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5127,WA,Cue.PS@education.wa.edu.au,08 9963 0200,Gov
972,Culcairn Public School,Prim,https://culcairn-p.schools.nsw.gov.au,NSW,culcairn-p.school@det.nsw.edu.au,02 6029 8385,Gov
973,Cullen Bullen Public School,Prim,https://cullenbull-p.schools.nsw.gov.au,NSW,cullenbull-p.school@det.nsw.edu.au,02 6359 0543,Gov
974,Cummins Area School,Pri/Sec,http://www.cumminsas.sa.edu.au,SA,dl.0754_info@schools.sa.edu,(08) 8676 2388,Gov
975,Cumnock Public School,Prim,https://cumnock-p.schools.nsw.gov.au,NSW,cumnock-p.school@det.nsw.edu.au,02 6367 7207,Gov
976,Cunderdin District High School,Pri/Sec,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=4069,WA,cunderdin.dhs@education.wa.edu.au,(08) 96353300,Gov
977,Cundletown Public School,Prim,https://cundletown-p.schools.nsw.gov.au,NSW,cundletown-p.school@det.nsw.edu.au,02 6553 9911,Gov
978,Curlewis Public School,Prim,https://curlewis-p.schools.nsw.gov.au,NSW,curlewis-p.school@det.nsw.edu.au,02 6744 1239,Gov
979,Currambena Primary School,Prim,http://www.currambena.nsw.edu.au,NSW,enquiries@currambena.nsw.edu.au,,NG
980,Curran Public School,Prim,https://curran-p.schools.nsw.gov.au,NSW,curran-p.school@det.nsw.edu.au,02 9605 4524,Gov
981,Cygnet Primary School,Prim,https://cygnetprimary.education.tas.edu.au/,TAS,cygnet.primary@decyp.tas.gov.au,03 6295 1241,Gov
982,Cyril Jackson Senior Campus Education Support Centre,Special,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=6048,WA,CyrilJackson.SC@education.wa.edu.au,054 (08) 9413 4850,Gov
983,Dalyellup Primary School,Prim,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5779,WA,Dalyellup.PS@education.wa.edu.au,,Gov
984,Damascus College,Sec,http://www.damascus.vic.edu.au,VIC,"email@gmail.com, info@damascus.vic.edu.au","71075759, (03) 5337 2222, 39 499 595 186",NG
985,Dampier Primary School,Prim,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5133,WA,Dampier.PS@education.wa.edu.au,,Gov
986,Dandenong High School,Sec,https://www.dandenong-hs.vic.edu.au,VIC,"dandenong.hs@education.vic.gov.au, Dandenong.hs@education.vic.gov.au",,Gov
987,Dandenong Primary School,Prim,http://www.dandenongps.vic.edu.au,VIC,dandenong.ps@education.vic.gov.au,"21 065 433 253, (03) 9792 2743",Gov
988,Dandenong Ranges Steiner School,Prim,http://www.drss.vic.edu.au/,VIC,office@drss.vic.edu.au,,NG
989,Dandenong Ranges Steiner School - School Road Campus,Prim,http://www.drss.vic.edu.au,VIC,office@drss.vic.edu.au,,NG
990,Dandenong Valley Special Developmental School,Special,http://www.dandyvalley.vic.edu.au,VIC,dandenong.valley.sds@education.vic.gov.au,397044800,Gov
991,Dapto High School,Sec,https://dapto-h.schools.nsw.gov.au,NSW,dapto-h.school@det.nsw.edu.au,,Gov
992,Daramalan College,Sec,http://www.daramalan.act.edu.au/,ACT,info@daramalan.act.edu.au,,NG
993,Darcy Road Public School,Prim,https://darcyroad-p.schools.nsw.gov.au,NSW,darcyroad-p.school@det.nsw.edu.au,,Gov
994,Dardanup Primary School,Prim,http://www.dardanupps.wa.edu.au,WA,2060dardanup.ps@education.wa.edu.au,,Gov
995,Dareton Public School,Prim,https://dareton-p.schools.nsw.gov.au,NSW,dareton-p.school@det.nsw.edu.au,,Gov
996,Darkan Primary School,Prim,https://www.darkanps.wa.edu.au/,WA,darkan.ps@education.wa.edu.au,1.31E+11,Gov
997,Darkinjung Barker,Prim,http://darkinjungbarker.nsw.edu.au,NSW,reception@barker.nsw.edu.au,,NG
998,Darley Primary School,Prim,http://www.darleyprimary.vic.edu.au/,VIC,darley.ps@education.vic.gov.au,,Gov
999,Darling Range Sports College,Sec,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=4116,WA,DarlingRange.SC@education.wa.edu.au,,Gov
1000,Darlington Point Public School,Prim,https://darlingtpt-p.schools.nsw.gov.au,NSW,darlingtpt-p.school@det.nsw.edu.au,,Gov
1001,Darlington Primary School,Prim,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5138,WA,Darlington.PS@education.wa.edu.auW,,Gov
1002,Darlington Primary School,Prim,http://www.darlngtnps.sa.edu.au,SA,dl.0666.info@schools.sa.edu.au,,Gov
1003,Darlington Public School,Prim,https://darlington-p.schools.nsw.gov.au,NSW,darlington-p.school@det.nsw.edu.au,,Gov
1004,Darnum Primary School,Prim,http://www.darnumps.vic.edu.au,VIC,darnum.ps@education.vic.gov.aubottom,,Gov
1005,Darul Ulum College of Victoria,Pri/Sec,http://www.dulum.vic.edu.au,VIC,info@dulum.vic.edu.au,,NG
1006,Davallia Primary School,Prim,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5566,WA,Davallia.PS@education.wa.edu.au,,Gov
1007,David Scott School,Special,http://www.davidscottschool.vic.edu.au,VIC,info@davidscottschool.vic.edu.au,,NG
1008,Davis Creek Primary School,Prim,https://daviscreekps.vic.edu.au,VIC,davis.creek.ps@education.vic.gov.au,,Gov
1009,Dawson Public School,Prim,https://dawson-p.schools.nsw.gov.au,NSW,dawson-p.school@det.nsw.edu.au,,Gov
1010,Dawul Remote Community School,Prim,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5691,WA,Dawul.RCS@education.wa.edu.au,,Gov
1011,Daylesford Dharma School,Prim,http://www.dharmaschool.com.au,VIC,info@dharmaschool.com.au,,NG
